Exercise Name,Type of Activity,Type of Equipment,Body Part,Type,Muscle Groups Activated,Instructions,Video Link
Side Plank Leg Lift,Core,Bodyweight,Core/Lower Body,Hold/Pull,"Obliques, Glutes","In side plank, lift top leg up and down while maintaining posture.",https://www.youtube.com/watch?v=Ix9EYnceDPQ
Hollow Body Hold,Core,Bodyweight,Core,Hold,Abs,"Lie supine, lift shoulders and legs off the ground into hollow position; hold.",https://www.youtube.com/watch?v=pyBtbwQIxIw
Single-Leg Glute Bridge,Strength,Bodyweight/Dumbbell,Lower Body,Push,"Glutes, Hamstrings, Core","Lie supine, one foot on floor, lift hips high; repeat each leg.",https://www.youtube.com/watch?v=ayJP9T0pI10
Elevated Single-Leg Bridge,Strength,Bench/Bodyweight,Lower Body,Push,"Glutes, Hamstrings, Core","Feet on bench, one foot extended, lift hips into bridge.",https://www.youtube.com/watch?v=JB2RF8Hk0Tk
Duck Walk,Mobility,Bodyweight,Lower Body,Walk,"Quads, Hamstrings, Glutes",Squat low and walk forward or backward with small steps.,https://www.youtube.com/watch?v=8b99FpJjypw
Banded Hip Extension,Strength,Resistance Band,Lower Body,Extension,"Glutes, Hamstrings","Anchor band low, loop around ankle, extend leg backward slowly.",https://www.youtube.com/watch?v=8WXw9wj_pOg
Fire Hydrant,Strength,Bodyweight,Lower Body,Abduction,"Glutes, Core","On all fours, lift one knee outward, hold, return; repeat on other side.",https://www.youtube.com/watch?v=4dxYTZ_tXR4
Clamshell,Strength,Resistance Band,Lower Body,Abduction,"Gluteus Medius, Core","Lying side, knees bent, bandled thighs, open and close top knee.",https://www.youtube.com/watch?v=6t06N4qrVvM
Lateral Band Walk,Strength,Resistance Band,Lower Body,Abduction,"Glute Medius, Hip Stabilizers","Band around ankles, slight squat, step sideways maintaining tension.",https://www.youtube.com/watch?v=4-vc4a_qjWI
Step Down,Strength,Box,Lower Body,Control,"Glutes, Quads, Hamstrings","Stand on box, lower one heel to floor, then return slowly.",https://www.youtube.com/watch?v=2QHuX7IuoJg
Swiss Ball Ham Curl,Strength,Stability Ball,Lower Body,Curl,"Hamstrings, Glutes","Lie supine, heels on ball, bridge hips and curl ball toward you.",https://www.youtube.com/watch?v=9I37eWt6gMk
Standing Calf Raise,Strength,Bodyweight/Dumbbells,Lower Body,Raise,Calves,"Raise onto toes, pause at top, slowly lower.",https://www.youtube.com/watch?v=YMmgqO8Jo-k
Seated Calf Raise,Strength,Machine,Lower Body,Raise,Calves,"Seated with weight on thighs, raise toes, hold, lower.",https://www.youtube.com/watch?v=ID7Zn2fZ24Q
Reverse Calf Raise,Strength,Machine/Bodyweight,Lower Body,Lowering,Shin Muscles,"Stand on edge, lower heels below toes, raise back up.",https://www.youtube.com/watch?v=cEEuKmkmkGg
Lateral Lunge,Strength,Bodyweight/Dumbbell,Lower Body,Lunge,"Quads, Glutes, Adductors","Step laterally, bend leading knee, keep trailing leg straight, return.",https://www.youtube.com/watch?v=GJKYLlzygXA
Curtsy Lunge,Strength,Bodyweight/Dumbbell,Lower Body,Lunge,"Glutes, Quads, Core","Step one leg back and across, bend knees into curtsy, return.",https://www.youtube.com/watch?v=RbGcIv6Ql4s
Skater Hop,Plyometrics,Bodyweight,Lower Body,Jump,"Glutes, Quads, Calves","Jump laterally landing on one foot, then hop to other.",https://www.youtube.com/watch?v=VY9GdLXHanw
Broad Jump,Plyometrics,Bodyweight,Lower Body,Jump,"Glutes, Quads, Hamstrings, Calves","Crouch, swing arms, jump forward as far as possible.",https://www.youtube.com/watch?v=7m8DzcXL4QA
Wall-Assisted Handstand,Mobility,Wall,Upper Body,Hold,"Shoulders, Core, Triceps","Kick to wall to hold handstand with back touching wall, maintain posture.",https://www.youtube.com/watch?v=RmswrGYG5bs
Pike Push-Up,Strength,Bodyweight,Upper Body,Push,"Shoulders, Upper Chest","From downward dog, lower head to floor, push back up.",https://www.youtube.com/watch?v=2z8JmcrW-As
Dive Bomber Push-Up,Strength,Bodyweight,Upper Body,Push,"Shoulders, Chest, Back","From downward dog, swoop chest/lower back close to floor, reverse back.",https://www.youtube.com/watch?v=qxRjejLxwNs
Plyo Push-Up,Plyometrics,Bodyweight,Upper Body,Push,"Chest, Triceps, Shoulders","Explode up into hands leaving ground, land softly.",https://www.youtube.com/watch?v=fR9s2Xax0SQ
Archer Pull-Up,Strength,Pull-Up Bar,Upper Body,Pull,"Lats, Biceps","Wide pull-up, shift to one side as opposite arm straightens; alternate.",https://www.youtube.com/watch?v=FEn-IY87YBs
One-Arm Push-Up,Strength,Bodyweight,Upper Body,Push,"Chest, Triceps, Core","Feet wide, perform push-up with one arm; switch sides.",https://www.youtube.com/watch?v=tnwpA7HytAE
Deep Push-Up,Strength,Parallettes/Plates,Upper Body,Push,"Chest, Shoulders, Triceps","Use parallettes or plates to dip chest below hands, then push back.",https://www.youtube.com/watch?v=8t2fQVGTUQ8
Ring Dip,Strength,Gymnastics Rings,Upper Body,Push,"Chest, Triceps, Shoulders",Perform dip on rings with controlled depth and stable rings.,https://www.youtube.com/watch?v=wSzG5AF5a9I
Ring Row,Strength,Gymnastics Rings,Upper Body,Pull,"Back, Biceps, Core","Hang under rings, pull chest to rings, maintain plank body.",https://www.youtube.com/watch?v=oL0arQ7c8Q0
Muscle-Up,Strength/Plyo,Pull-Up Bar,Upper Body,Pull/Push,"Lats, Chest, Shoulders, Core",Pull chest to bar and transition into dip; press up.,https://www.youtube.com/watch?v=1zE9wUWBKsk
Straight Bar Dip,Strength,Pull-Up Bar,Upper Body,Push,"Chest, Triceps, Front Delts","Hang between bar, lower body between bars, then push up.",https://www.youtube.com/watch?v=bAqklfzjvsI
Chest-to-Bar Pull-Up,Strength,Pull-Up Bar,Upper Body,Pull,"Back, Biceps",Pull until your chest touches the bar.,https://www.youtube.com/watch?v=klQIGsKt3f4
Weighted Pull-Up,Strength,Pull-Up Bar + Weight Belt,Upper Body,Pull,"Back, Biceps",Perform pull-up while wearing additional weight.,https://www.youtube.com/watch?v=xZ3CqP6nUKE
Bent-Over Row,Strength,Barbell/Dumbbell,Upper Body,Pull,"Back, Biceps, Posterior Delts","Hinge at hips, row weight to abdomen keeping elbows close.",https://www.youtube.com/watch?v=vT2GjY_Umpw
Pendlay Row,Strength,Barbell,Upper Body,Pull,"Back, Lats, Rear Delts","Flat back, dead-stop row to low chest from floor each rep.",https://www.youtube.com/watch?v=5qY7nWfClEw
Y-T-I Raise,Mobility,Dumbbells,Upper Body,Raise,"Upper Back, Rear Delts, Traps","On bench/ball, raise arms into Y, then T, then I shape sequentially.",https://www.youtube.com/watch?v=MEPhDaX6B4Y
Overhead Tricep Extension,Strength,Dumbbell/Kettlebell,Upper Body,Extension,Triceps,"Seated or standing, lower weight behind head, extend arms upward fully.",https://www.youtube.com/watch?v=_gsUck-7M74
Skull Crusher,Strength,EZ-Bar/Dumbbell,Upper Body,Extension,Triceps,"Lie, lower weight to forehead/behind head, press back to straight arm.",https://www.youtube.com/watch?v=d_KZxkY_0cM
Close-Grip Bench Press,Strength,Barbell,Upper Body,Push,"Triceps, Chest","Lie, grip closer than shoulder width, press bar up and down under control.",https://www.youtube.com/watch?v=SrqOu55lrYU
Dumbbell Bench Press,Strength,Dumbbells,Upper Body,Push,"Chest, Triceps, Shoulders","Flat bench, press DBs up, control lowering.",https://www.youtube.com/watch?v=VmB1G1K7v94
Incline Dumbbell Press,Strength,Dumbbells,Upper Body,Push,"Upper Chest, Shoulders","On incline bench, press DBs up and in.",https://www.youtube.com/watch?v=8iPEnn-ltC8
Decline Dumbbell Press,Strength,Dumbbells,Upper Body,Push,"Lower Chest, Shoulders","On decline bench, press DBs up and in.",https://www.youtube.com/watch?v=0rQWavZ8oHs
Dumbbell Fly,Strength,Dumbbells,Upper Body,Fly,Chest,"On flat bench, open arms wide and bring together above chest.",https://www.youtube.com/watch?v=eozdVDA78K0
Incline Dumbbell Fly,Strength,Dumbbells,Upper Body,Fly,Upper Chest,"On incline bench, perform fly movement overhead.",https://www.youtube.com/watch?v=pEdocxrBB6s
Commodore Press,Strength,Dumbbell/Barbell,Upper Body,Push,"Chest, Shoulders",Press weight at forehead level upward in line with ears.,https://www.youtube.com/watch?v=RaJ_URE5w3E
Lateral Raise,Strength,Dumbbells,Upper Body,Raise,Side Delts,Raise arms to side up to shoulder height with light weights.,https://www.youtube.com/watch?v=3VcKaXpzqRo
Front Raise,Strength,Dumbbells,Upper Body,Raise,Front Delts,"Raise arms forward to shoulder height, control down.",https://www.youtube.com/watch?v=-t7fuZ0KhDA
Cable Rear Delt Fly,Strength,Cable/Pulley,Upper Body,Fly,"Rear Delts, Upper Back","Face cable machine, pull handles apart with elbows slightly bent.",https://www.youtube.com/watch?v=QDxR80ZRbEg
Dumbbell Pull-Over,Strength,Dumbbell,Upper Body,Pull,"Chest, Lats","Lie perpendicular on bench, lower DB behind head, pull back over chest.",https://www.youtube.com/watch?v=2z8JmcrW-As
Kettlebell Farmer's Walk,Strength Carry,Kettlebells,Full Body,Carry,"Grip, Core, Shoulders, Back",Hold kettlebells by your sides and walk while maintaining posture.,https://www.youtube.com/watch?v=4pqlQQUAD9w
Suitcase Carry,Strength Carry,Dumbbell/Kettlebell,Unilateral,Carry,"Core Obliques, Grip, Shoulders","Hold one weight at your side, walk without leaning.",https://www.youtube.com/watch?v=vdigk2fcU3o
Zercher Squat,Strength,Barbell,Lower Body,Squat,"Quads, Glutes, Core","Cradle bar in elbows, squat down and back up keeping torso upright.",https://www.youtube.com/watch?v=0F2Crsi7jEo
Goblet Squat,Strength,Dumbbell/Kettlebell,Lower Body,Squat,"Quads, Glutes, Core","Hold weight at chest, squat with chest up, knees out, return to standing.",https://www.youtube.com/watch?v=6xw1uu4DBJk
Sumo Squat,Strength,Dumbbell/Kettlebell,Lower Body,Squat,"Quads, Adductors, Glutes","Wide stance, toes out, lower hips down then up.",https://www.youtube.com/watch?v=YjxLQgXtMlM
Jefferson Squat,Strength,Barbell,Lower Body,Squat,"Quads, Hamstrings, Core","Stand over barbell, straddle it, lower into squat, then stand.",https://www.youtube.com/watch?v=3wXJ9bDtlFs
Overhead Squat,Strength,Barbell,Full Body,Squat,"Quads, Glutes, Shoulders, Core","Hold bar overhead, squat with torso upright, drive back.",https://www.youtube.com/watch?v=xSJqP-GLjmg
Yoke Walk,Strength Carry,Yoke Bar,Full Body,Carry,"Shoulders, Back, Core, Legs","Shoulder yoke bar, walk forward steadily, keep torso stable.",https://www.youtube.com/watch?v=Gv7kvRzwSyw
Zercher Good Morning,Strength,Barbell,Lower Body,Hinge/Squat,"Hamstrings, Glutes, Core","Load bar in crooks of elbow, hinge forward, return to upright.",https://www.youtube.com/watch?v=wGC2rvJddHg
Trap Bar Deadlift,Strength,Trap Bar,Full Body,Pull,"Glutes, Hamstrings, Back","Stand inside trap/hex bar, lift with legs and hips.",https://www.youtube.com/watch?v=ym5tXq_Oe9o
Romanian Deadlift,Strength,Barbell/Dumbbell,Lower Body,Hinge,"Hamstrings, Glutes, Back","Hinge at hips with slight knee bend, lower bar to shin level, return.",https://www.youtube.com/watch?v=2SHsk9AzdjA
Snatch-Grip Deadlift,Strength,Barbell,Full Body,Pull,"Glutes, Hamstrings, Upper Back","Wide grip deadlift, keeping back straight, lift bar to hip.",https://www.youtube.com/watch?v=sxUa2x4OX6s
Deficit Deadlift,Strength,Barbell + Platform,Full Body,Pull,"Glutes, Hamstrings, Back","Stand on platform, lift barbell from a lower starting point.",https://www.youtube.com/watch?v=8n_SpQe_01c
Snatch,Olympic Lift,Barbell,Full Body,Pull/Explosive,"Shoulders, Glutes, Hips, Back",Wide power grip pull from floor to overhead in explosive motion.,https://www.youtube.com/watch?v=0OQe2ouhg5k
Clean and Jerk,Olympic Lift,Barbell,Full Body,Pull/Push,"Shoulders, Legs, Back, Core","Clean bar to shoulders, then jerk overhead; split or push jerk.",https://www.youtube.com/watch?v=7T0KbO-nMQ8
Power Clean,Olympic Lift,Barbell,Full Body,Pull,"Hips, Legs, Back","Pull bar explosively, catch in partial front squat position.",https://www.youtube.com/watch?v=4B80Sg3WL1c
Push Press,Strength,Barbell/Dumbbells,Upper Body,Push,"Shoulders, Triceps, Legs","Dip and drive bar overhead, lock arms out.",https://www.youtube.com/watch?v=6ZUWxV_o0HU
Push Jerk,Strength,Barbell/Dumbbells,Full Body,Push,"Shoulders, Legs, Core",Similar to push press but use split/squat to receive weight overhead.,https://www.youtube.com/watch?v=KPLAHD-ziVs
Split Jerk,Strength,Barbell,Full Body,Push,"Shoulders, Legs, Core","After split jerk, drive under bar and lock out overhead.",https://www.youtube.com/watch?v=g3t3_O0hdNM
Overhead Walking Lunge,Strength,Dumbbell/Kettlebell,Full Body,Lunge,"Legs, Core, Shoulders",Dumbbell or KB held overhead while stepping forward into lunges.,https://www.youtube.com/watch?v=odf09Jks7Hc
Jefferson Deadlift,Strength,Trap Bar/Hex Bar,Full Body,Pull,"Back, Hamstrings, Glutes","Similar to Jefferson squat, but deadlifted in a hinge-like position.",https://www.youtube.com/watch?v=dIVIigSgTHE
Rack Pull,Strength,Barbell + Rack,Back/Hamstrings,Pull,"Back, Glutes, Hamstrings",Deadlift from rack pins above floor; lockout reps.,https://www.youtube.com/watch?v=OEoHLSZbxJg
Hip Thrust,Strength,Barbell/Barbell Pad,Lower Body,Thrust,"Glutes, Hamstrings","Shoulders on bench, barbell across hips, thrust ups while driving through heels.",https://www.youtube.com/watch?v=LM8XHLYJoYs
Band-Resisted Squat,Strength,Resistance Band,Lower Body,Squat,"Quads, Glutes, Core","Loop band around waist anchored above, squat while pushing against tension.",https://www.youtube.com/watch?v=rbZjy4ypr1c
Box Squat,Strength,Box + Barbell,Lower Body,Squat,"Quads, Glutes, Core","Sit back onto box, pause, then drive up.",https://www.youtube.com/watch?v=7QXw9MbXtaj8
Tempo Squat,Strength,Barbell,Lower Body,Squat,"Quads, Glutes","Slow descent (e.g., 4s), pause at bottom, explosive rise.",https://www.youtube.com/watch?v=2JtGX9z-U10
Jefferson Clean,Strength,Trap Bar,Full Body,Pull,"Back, Quads, Hamstrings",Combine Jefferson stance with clean movement; stride and pull.,https://www.youtube.com/watch?v=9gugugk7NKg
Sled Drag,Strength/Cardio,Sled + Harness,Lower Body,Drag,"Hamstrings, Glutes",Walk backwards dragging a sled; focus on steady controlled steps.,https://www.youtube.com/watch?v=EJcK0F65hW0
Prowler Sprint,Plyometrics/Cardio,Sled + Handles,Full Body,Sprint,"Legs, Core, Arms","Sprint forward, pushing sled with high speed and drive.",https://www.youtube.com/watch?v=KyUbxs0v3UE
Tuck Jump,Plyometrics,Bodyweight,Lower Body,Jump,"Quads, Glutes, Core","Jump explosively, tuck knees to chest at top, land softly.",https://www.youtube.com/watch?v=8vu77g6QF7o
Broad to Vertical Jump,Plyometrics,Bodyweight,Lower Body,Jump,"Quads, Glutes, Calves",Jump forward then immediately vertical jump.,https://www.youtube.com/watch?v=rb8clmXeXlw
Reverse Plyo Lunge,Plyometrics,Bodyweight,Lower Body,Jump/Lunge,"Quads, Glutes, Calves",Jump or step back lunging explosively with alternating legs.,https://www.youtube.com/watch?v=_I49-pvmDfk
Jump Over Box,Plyometrics,Plyo Box,Lower Body,Jump,"Quads, Glutes, Calves","Jump laterally over box, land softly, repeat.",https://www.youtube.com/watch?v=3UyrrrcEBkY
Speed Skater,Cardio,Bodyweight,Lower Body,Jump,"Glutes, Quads, Calves","Similar to skater hop but faster, focusing on foot speed.",https://www.youtube.com/watch?v=Phl5rMZSA5A
Lateral Plyo Lunge,Plyometrics,Bodyweight,Lower Body,Jump/Lunge,"Quads, Glutes, Calves","From lateral lunge, explode up and switch sides landing softly.",https://www.youtube.com/watch?v=JQiBAlFQOrc
Kettlebell Swing,Strength,Kettlebell,Lower Body,Hinge,"Hamstrings, Glutes, Back","Hinge at hips, swing KB to chest height (Russian) or overhead (American).",https://www.youtube.com/watch?v=YSx9OdnrQz0
Double Kettlebell Swing,Strength,Kettlebells,Full Body,Hinge,"Hamstrings, Glutes, Back","Swing two kettlebells simultaneously, hinging at hips.",https://www.youtube.com/watch?v=8ZKm2Bue9oE
Kettlebell Clean,Strength,Kettlebell,Full Body,Pull,"Shoulders, Back, Hips",Swing and rack kettlebell on forearm; control return.,https://www.youtube.com/watch?v=zXUoWvjxO8g
Kettlebell Jerk,Strength,Kettlebell,Full Body,Push,"Shoulders, Legs, Core","Clean KB to rack, dip then drive overhead with legs.",https://www.youtube.com/watch?v=vq7ob7h0t1E
Jefferson Press,Strength,Dumbbell/KB,Full Body,Press,"Shoulders, Core, Legs",In Jefferson stance hold DB overhead pressing with leg split.,https://www.youtube.com/watch?v/2FpD5fG5a_s
Windmill Stretch,Mobility/Strength,Dumbbell/Kettlebell,Full Body,Hinge,"Obliques, Hamstrings, Shoulders","Wide stance, high arm holds weight, hinge to side lowering free hand to foot.",https://www.youtube.com/watch?v=WdA4Hcf_BfQ
Kettlebell Windmill,Mobility/Strength,Kettlebell,Full Body,Hold/Hinge,"Obliques, Shoulders, Hamstrings","Hold KB overhead, hinge opposite side, return controlled.",https://www.youtube.com/watch?v=6OZbxY0Z8sY
Dragon Flag Hold,Core,Bodyweight,Core,Hold,"Abs, Hip Flexors","Advanced core hold: lower body straight from bench, then raise back.",https://www.youtube.com/watch?v=vqV32tctTH8
Weighted Dragon Flag,Core,Dumbbells/Plate,Core,Hold,"Abs, Hip Flexors",Add light weight behind head while performing dragon flag.,https://www.youtube.com/watch?v=7C3reG6NqWQ
Hanging Leg Raise,Core,Pull-Up Bar,Core,Pull,"Abs, Hip Flexors","Hang, raise straight legs to bar or 90?, lower slowly.",https://www.youtube.com/watch?v=VmB1G1K7v94
Toes-to-Bar,Core,Pull-Up Bar,Core,Pull,"Abs, Hip Flexors","Hang, lift toes to touch bar, return straight.",https://www.youtube.com/watch?v=80pcPc1zRUM
Windshield Wipers,Core,Pull-Up Bar,Core,Twist,"Abs, Obliques","Hang, lift legs to 90?, swing them side to side.",https://www.youtube.com/watch?v=uby7G_tk5kQ
L-Sit Pull-Up,Strength,Pull-Up Bar/Dip Bars,Full Body,Pull,"Back, Abs, Shoulders",Combine L-sit hold while performing pull-ups.,https://www.youtube.com/watch?v=4FjfTXxadVI
Archer Push-Up (Wide),Strength,Bodyweight,Upper Body,Push,"Chest, Triceps, Shoulders","Wider stance version, extend one arm while pushing with the other.",https://www.youtube.com/watch?v=DywF6cp0iEs
Pseudo Planche Push-Up,Strength,Bodyweight,Upper Body,Push,"Shoulders, Chest, Core","Hands near waist, lean forward into push-up, mimicking planche.",https://www.youtube.com/watch?v=O4K2Pl3Mb9c
Sissy Squat,Strength,Bodyweight/Sissy Bench,Lower Body,Squat,"Quads, Core","Lean back while keeping knees forward, descend, then return upright.",https://www.youtube.com/watch?v=XjxFcb0fJqY
Kneeling Squat,Strength,Barbell/Dumbbell,Lower Body,Squat,"Glutes, Hamstrings","Start on knees, sit back on heels, thrust hips forward.",https://www.youtube.com/watch?v=gEL84kz77nI
Lateral Step-Up,Strength,Box or Bench + Dumbbell,Lower Body,Step-Up,"Quads, Glutes","Step laterally onto elevated surface, drive through top foot.",https://www.youtube.com/watch?v=SGyKR0qBfqY
Single-Leg Box Squat,Strength,Box,Lower Body,Squat,"Quads, Glutes, Core","Lower to seated on box with one leg, return using the same leg.",https://www.youtube.com/watch?v=NJx4twF6pG8
Banded Leg Press,Strength,Resistance Band,Lower Body,Push,"Quads, Glutes","Press feet forward against anchored band, return slowly.",https://www.youtube.com/watch?v=KBgd2rFSfOY
Barbell Hack Squat,Strength,Barbell,Lower Body,Squat,"Quads, Glutes, Calves","Barbell behind legs, squat while keeping torso upright.",https://www.youtube.com/watch?v=6Ocyf9mfi6A
Knees Over Toes Lunge,Mobility/Strength,Bodyweight/Dumbbell,Lower Body,Lunge,"Quads, Ankles",Step forward with knee traveling past toes to improve mobility.,https://www.youtube.com/watch?v=LU6gx0S8cU8
Poliquin Step-Up,Strength,Platform,Lower Body,Step-Up,Quads,"Elevated heel, lower back heel past step, push through lead leg.",https://www.youtube.com/watch?v=tvyk5FMkKRo
Kang Squat,Strength,Barbell,Full Body,Squat/Hinge,"Quads, Glutes, Back","Begin like RDL, transition into squat, return through same motion.",https://www.youtube.com/watch?v=oiXy5Zs3Q6g
Cyclist Squat,Strength,Dumbbell/Weight Plate,Lower Body,Squat,Quads,"Heels elevated, narrow stance squat focusing on knees traveling forward.",https://www.youtube.com/watch?v=GBr9ML8NXLU
Reverse Nordic Curl,Strength,Bodyweight,Lower Body,Curl,"Quads, Core","Kneel and lean backward keeping hips extended, return.",https://www.youtube.com/watch?v=s5M61GIOsZI
Step-Through Lunge,Strength,Bodyweight/Dumbbell,Lower Body,Lunge,"Quads, Glutes",Lunge forward then step directly into reverse lunge with same leg.,https://www.youtube.com/watch?v=PrjiyWgsV5I
ATG Split Squat,Strength/Mobility,Bodyweight/Dumbbell,Lower Body,Lunge,"Quads, Glutes, Ankles","Rear foot elevated, front knee passes toes, full depth lunge.",https://www.youtube.com/watch?v=qSzsujRa0jU
Cossack Squat,Mobility/Strength,Bodyweight,Lower Body,Squat,"Adductors, Glutes, Hamstrings","Lateral squat with straight trailing leg, maintain upright torso.",https://www.youtube.com/watch?v=Wyke0TzZY0g
Seated Good Morning,Strength,Barbell,Posterior Chain,Hinge,"Hamstrings, Glutes, Lower Back","Sit on bench, bar on back, hinge forward with straight spine.",https://www.youtube.com/watch?v=g1o03kWdaM4
Banded Hip Abduction,Strength,Resistance Band,Lower Body,Abduction,"Glute Medius, Hips","Loop band above knees, push legs outward while seated or standing.",https://www.youtube.com/watch?v=RZ6fqHliJzE
Lateral Band Walk,Strength,Resistance Band,Lower Body,Walk,"Glutes, Hips","Band above knees or ankles, side-step in squat stance.",https://www.youtube.com/watch?v=kzhkXnp8m6w
Kneeling Hip Thrust,Strength,Barbell/Bodyweight,Lower Body,Thrust,"Glutes, Hamstrings","Kneel on floor, drive hips forward, squeeze glutes.",https://www.youtube.com/watch?v=DCfP3QeSk0k
Landmine Squat to Press,Strength,Landmine,Full Body,Squat/Press,"Quads, Glutes, Shoulders","Squat with landmine, press overhead on rise.",https://www.youtube.com/watch?v=3x1yVq5aG1U
Landmine Reverse Lunge,Strength,Landmine,Lower Body,Lunge,"Quads, Glutes, Core","Hold barbell in landmine, reverse lunge, return.",https://www.youtube.com/watch?v=zbrLyTXvIzE
Barbell Rollout,Core,Barbell,Core,Rollout,"Abs, Lats","Grip barbell with plates, roll forward keeping hips stable.",https://www.youtube.com/watch?v=Y1jdrWzUp0s
Cable Pallof Press,Core,Cable Machine,Core,Anti-Rotation,"Obliques, Core","Stand perpendicular to cable, press cable forward resisting rotation.",https://www.youtube.com/watch?v=F4f_aSZsDNk
Stir-the-Pot,Core,Stability Ball,Core,Stability,"Abs, Obliques, Shoulders","Forearms on ball, stir clockwise/counter-clockwise while bracing core.",https://www.youtube.com/watch?v=0jMK-k1CmzI
Copenhagen Plank,Core/Isometric,Bench or Mat,Core,Hold,"Obliques, Adductors","Support upper leg on bench, lower leg off floor, hold side plank.",https://www.youtube.com/watch?v=Qrx8nq1rKHo
Dead Bug,Core,Bodyweight,Core,Stability,"Abs, Hip Flexors","Lie on back, alternate opposite arm and leg extension.",https://www.youtube.com/watch?v=8g7-0B1aPLc
Bird Dog Row,Core/Back,Dumbbell + Bench,"Core, Back",Row,"Core, Lats, Glutes","Bird-dog position, row with one arm.",https://www.youtube.com/watch?v=7HENx7Yhqjo
Resistance Band Chest Fly,Strength,Resistance Band,Upper Body,Fly,"Chest, Shoulders","Anchor band behind, extend arms out, squeeze chest.",https://www.youtube.com/watch?v=pSftF6u9gns
Incline Push-Up,Strength,Bench/Box,Upper Body,Push,"Chest, Triceps, Core",Perform push-up with hands elevated on box.,https://www.youtube.com/watch?v=lkqHpmxYtsw
Decline Push-Up,Strength,Bench/Box,Upper Body,Push,"Chest, Shoulders, Triceps","Feet elevated, hands on floor, push-up downward.",https://www.youtube.com/watch?v=qHQ_E-f5278
Close-Grip Push-Up,Strength,Bodyweight,Upper Body,Push,"Triceps, Chest","Keep hands under shoulders, elbows close to sides.",https://www.youtube.com/watch?v=EFOvTRnXrLk
Spiderman Push-Up,Strength,Bodyweight,Full Body,Push,"Chest, Core, Obliques",Bring knee to elbow as you lower into push-up.,https://www.youtube.com/watch?v=9s8ZOSoQGR4
Dive Bomber Push-Up,Strength,Bodyweight,Full Body,Push,"Chest, Shoulders, Triceps","Move from pike to upward dog and back, flowing push-up.",https://www.youtube.com/watch?v=66-v0AaANHk
Resistance Band Face Pull,Strength,Resistance Band,Upper Body,Pull,"Rear Delts, Traps","Pull bands toward face, elbows high and wide.",https://www.youtube.com/watch?v=q1ojv3Hr7xM
Y-Raise,Strength,Dumbbells,Upper Body,Raise,"Shoulders, Traps",Raise arms in �Y� shape while lying on incline or standing.,https://www.youtube.com/watch?v=UxJNj_EK7-A
Zottman Curl,Strength,Dumbbells,Upper Body,Curl,"Biceps, Forearms","Curl up palms up, rotate palms down, lower slowly.",https://www.youtube.com/watch?v=CMCLpN7N9cM
Drag Curl,Strength,Barbell,Upper Body,Curl,Biceps,"Pull bar upward against body, elbows behind torso.",https://www.youtube.com/watch?v=H6SRz7GqBFk
Hammer Curl to Press,Strength,Dumbbells,Upper Body,Curl/Press,"Biceps, Shoulders","Curl dumbbells, rotate and press overhead.",https://www.youtube.com/watch?v=E8bgS33VZ_M
Incline Curl,Strength,Dumbbells + Incline Bench,Upper Body,Curl,Biceps,"Sit on incline bench, curl dumbbells keeping elbows back.",https://www.youtube.com/watch?v=Y3yG1d9KTxQ
Tate Press,Strength,Dumbbells,Upper Body,Press,"Triceps, Chest","Lie down, bring dumbbells toward chest with elbows flared, then press.",https://www.youtube.com/watch?v=2vj0KcddvbA
French Press (Seated OH Ext),Strength,Barbell/Dumbbell,Upper Body,Press,Triceps,"Seated, press weight from behind head to full extension.",https://www.youtube.com/watch?v=SEvpykJ_KrY
Overhead Banded Triceps Ext,Strength,Resistance Band,Upper Body,Extension,Triceps,"Band behind back or foot, extend arm overhead.",https://www.youtube.com/watch?v=_bLMh8LD-b4
Concentration Curl,Strength,Dumbbell,Upper Body,Curl,Biceps,Sit and curl dumbbell with elbow resting on thigh.,https://www.youtube.com/watch?v=HgzBZUj0IXI
Landmine Lateral Raise,Strength,Landmine,Upper Body,Raise,"Shoulders, Traps",Hold sleeve of barbell and raise it sideways.,https://www.youtube.com/watch?v=H9uzUzO2DME
Kneeling Single Arm Press,Strength,Dumbbell,Upper Body,Press,"Shoulders, Core","Kneeling with one leg up, press dumbbell with opposite arm.",https://www.youtube.com/watch?v=KBO3k_PEvJU
Glute Bridge March,Strength,Bodyweight,Lower Body,Bridge,"Glutes, Hamstrings, Core","Perform glute bridge, lift one leg at a time without dropping hips.",https://www.youtube.com/watch?v=62ikZELUqdg
Wall Sit with Calf Raise,Strength/Isometric,Bodyweight,Lower Body,Hold/Isometric,"Quads, Calves, Core","Perform wall sit, raise and lower heels.",https://www.youtube.com/watch?v=ioc7jcQzEkI
Resistance Band Glute Bridge,Strength,Resistance Band,Lower Body,Bridge,"Glutes, Hamstrings","Loop band above knees, perform glute bridge pushing outward.",https://www.youtube.com/watch?v=89xF6bVdv3I
Dumbbell Pullover,Strength,Dumbbell,Upper Body,Pull,"Lats, Chest, Core","Lie on bench, lower dumbbell behind head, pull back up.",https://www.youtube.com/watch?v=R7O_RDU1i5g
Suitcase Squat,Strength,Dumbbells,Lower Body,Squat,"Quads, Glutes, Core","Hold dumbbells by sides, squat down keeping upright posture.",https://www.youtube.com/watch?v=fZ3OJLWfcsI
